Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-04-28,82.1236652269437,5.121223704615375,72.08625120912477,92.16107924476263
2026-04-29,89.4054178846591,4.127836430406918,81.31500714698916,97.49582862232904
2026-04-30,91.81752960840896,4.522462182220462,82.95366660981244,100.68139260700548
2026-05-01,87.71177636954882,4.107745754853377,79.6607426323889,95.76281010670873
2026-05-02,80.7155907340072,4.8970289011727575,71.11759045645684,90.31359101155755
2026-05-03,85.17048457153464,4.7649313706789345,75.83139069619885,94.50957844687044
2026-05-04,84.89323616975969,4.370468213622718,76.32727587548206,93.45919646403732
2026-05-05,92.80326275875679,3.897447448245056,85.16440612855894,100.44211938895464
2026-05-06,82.57743506514024,4.237605416786026,74.27188106754778,90.88298906273269
2026-05-07,87.14858707502036,4.163568332166791,78.98814309680195,95.30903105323877
2026-05-08,91.34764439043234,4.728205401570374,82.08053209184666,100.61475668901801
2026-05-09,78.70818612383579,4.995562784544835,68.91706298361929,88.49930926405229
2026-05-10,81.83576930261707,4.690440578533265,72.64267469706665,91.02886390816748
2026-05-11,81.92926810342917,3.7348855506370375,74.60902693780153,89.2495092690568
2026-05-12,85.12966257761127,4.410576056321548,76.48509235614634,93.7742327990762
2026-05-13,80.91930346613313,4.196624722590529,72.6940701532253,89.14453677904096
2026-05-14,80.45318032086494,3.7381165129255973,73.12660658551631,87.77975405621358
2026-05-15,75.26824186466733,4.462847836748906,66.52122083615699,84.01526289317768
2026-05-16,84.12881103569595,4.206955331408597,75.88333010156633,92.37429196982556
2026-05-17,84.63263279775275,4.749105643235996,75.32455677823427,93.94070881727123
2026-05-18,87.05883476897588,4.482554905509711,78.2731885954535,95.84448094249827
2026-05-19,85.76964333142051,4.9024904298627305,76.16093865433727,95.37834800850375
2026-05-20,81.22685875177679,4.890032945311843,71.64257029575126,90.81114720780232
2026-05-21,90.99500654405054,5.26373362811658,80.6782782087297,101.31173487937139
2026-05-22,91.31048321260207,4.5466187003284775,82.39927430852194,100.22169211668219
2026-05-23,90.01751412439742,4.569174098206409,81.06209745281959,98.97293079597526
2026-05-24,92.68514302247593,5.052743076762994,82.78194856888636,102.58833747606549
2026-05-25,89.44147302869102,4.547215530186211,80.52909435958485,98.3538516977972
2026-05-26,94.90120636098416,4.816915932822391,85.46022461609512,104.3421881058732
2026-05-27,88.0439915355133,4.697678966098218,78.83670995102943,97.25127311999717
