Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-04-28,81263.86800427802,1595.7280415314956,78136.29851375565,84391.43749480038
2026-04-29,84134.81842355123,1611.0244802773386,80977.2684639953,87292.36838310717
2026-04-30,86846.04539734921,1750.2600362788571,83415.59876266288,90276.49203203554
2026-05-01,87418.35264364164,1445.6697950071773,84584.89191189017,90251.81337539312
2026-05-02,84300.89681527253,1600.0526147808846,81164.85131693285,87436.9423136122
2026-05-03,81364.77863908763,1730.4450506336725,77973.16866262004,84756.38861555522
2026-05-04,81492.07707976317,1385.3382168466323,78776.86406833683,84207.29009118951
2026-05-05,84702.04171284681,1796.3146919608691,81181.32961170335,88222.75381399028
2026-05-06,84427.92184547003,1680.2079535850642,81134.77476990556,87721.0689210345
2026-05-07,83472.52957209795,1510.068931330924,80512.84885251644,86432.21029167945
2026-05-08,82319.7201546446,1620.9239485947692,79142.7675937204,85496.6727155688
2026-05-09,84521.21393425675,1338.1899192525068,81898.40988804727,87144.01798046623
2026-05-10,83549.28402170012,1618.1313053379818,80377.80494098089,86720.76310241935
2026-05-11,82692.28996252874,1623.597090227925,79510.09814027797,85874.4817847795
2026-05-12,86011.56706051707,1941.7910037680936,82205.72662762774,89817.40749340641
2026-05-13,82758.08582459265,1712.1128088055661,79402.40638186403,86113.76526732127
2026-05-14,82244.5322731868,1520.4907429771552,79264.42517812502,85224.63936824857
2026-05-15,86645.354717004,1242.5525966694643,84209.99637863513,89080.71305537286
2026-05-16,80735.94192909474,1703.868813222076,77396.42042079847,84075.46343739101
2026-05-17,83231.41108836643,1556.5933958115413,80180.54409400291,86282.27808272994
2026-05-18,84302.61856233687,1635.9518262038323,81096.21190253482,87509.02522213891
2026-05-19,86544.84311370287,1522.7079310724166,83560.39040982744,89529.2958175783
2026-05-20,84883.06900719112,1641.4250005661547,81665.93512275782,88100.20289162443
2026-05-21,89213.8466423264,1514.7360759013898,86245.01848747615,92182.67479717666
2026-05-22,84020.6289068763,1638.188411664089,80809.8386201238,87231.4191936288
2026-05-23,85074.35288919767,1697.346449242421,81747.61497939558,88401.09079899976
2026-05-24,86610.01826008693,1739.8322206863177,83200.00976839941,90020.02675177445
2026-05-25,85168.01445160335,1367.4510752688634,82487.85959345581,87848.16930975088
2026-05-26,84612.23006555068,1619.1792248897493,81438.6971002513,87785.76303085007
2026-05-27,85950.30094502158,1472.7052188508342,83063.85175622976,88836.75013381339
