Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-04-10,71415.79993303282,1397.1990127781964,68677.34018875263,74154.259677313
2026-04-11,75194.9904024268,1394.9862121821602,72460.86766761982,77929.11313723378
2026-04-12,78213.1686693821,1252.8797307008376,75757.56952024822,80668.76781851597
2026-04-13,73683.7176798611,1438.1739835020758,70864.94846869454,76502.48689102767
2026-04-14,73989.50143638253,1327.4530158856085,71387.74133407767,76591.2615386874
2026-04-15,75269.25459983721,1199.190710906615,72918.88399586525,77619.62520380916
2026-04-16,74928.12699692634,1426.2955221131053,72132.6391422739,77723.61485157878
2026-04-17,73301.99970517159,1383.5918766945297,70590.20945754813,76013.78995279505
2026-04-18,75946.20416449073,1311.8656166648366,73374.99480327123,78517.41352571023
2026-04-19,74136.64799986845,1289.6233048036088,71609.03276882986,76664.26323090705
2026-04-20,74036.8531753881,1339.2399170933809,71411.99117122666,76661.71517954953
2026-04-21,76148.76438134786,1374.8475907388702,73454.11261926801,78843.41614342772
2026-04-22,75056.090490116,1353.8060681392535,72402.67935451127,77709.50162572072
2026-04-23,75135.23912876903,1319.0702367739975,72549.90897161327,77720.56928592478
2026-04-24,74153.08218643967,1403.0244571440933,71403.20478100839,76902.95959187095
2026-04-25,77920.97415256593,1376.0865974279423,75223.8939819989,80618.05432313296
2026-04-26,75509.32377849089,1483.0518657077089,72602.59553449885,78416.05202248292
2026-04-27,73893.12054814133,1287.0128582251698,71370.62169838004,76415.61939790263
2026-04-28,74477.42090810512,1452.8359667678653,71629.91473779568,77324.92707841456
2026-04-29,74800.36301949092,1090.767869200062,72662.4972803653,76938.22875861653
2026-04-30,72705.32936844512,1428.5800236833204,69905.36397299243,75505.29476389781
2026-05-01,72514.49624425368,1369.7087900017043,69829.9163465424,75199.07614196495
2026-05-02,70590.07812096998,1306.6071988435333,68029.17506929589,73150.98117264407
2026-05-03,71686.61670625613,1297.7843997438454,69143.00602306025,74230.227389452
2026-05-04,72572.11196039389,1254.689112289175,70112.96648851257,75031.2574322752
2026-05-05,72234.6717042002,1275.5609079450833,69734.61826454062,74734.72514385977
2026-05-06,70924.85816710716,1465.514800383902,68052.50193954431,73797.21439467001
2026-05-07,73083.94376473539,1289.4277147065734,70556.71188324272,75611.17564622806
2026-05-08,75541.29063600308,1313.8113571106703,72966.26769358647,78116.31357841968
2026-05-09,74108.53844693818,1526.8255990951895,71116.01526203782,77101.06163183854
