Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-05-15,85589.25871404892,1433.6680217978799,82779.32102553829,88399.19640255955
2026-05-16,83234.69940357514,1361.0864303403007,80567.01902026197,85902.37978688831
2026-05-17,82990.56601511294,1635.3279930903243,79785.38204574573,86195.74998448015
2026-05-18,87164.32475166376,1513.0560100796874,84198.7894653157,90129.86003801183
2026-05-19,86708.8894005199,1766.8921221572305,83245.84447652417,90171.93432451562
2026-05-20,87288.06146665255,1538.7963134283932,84272.07611278989,90304.04682051521
2026-05-21,84458.59554531587,1435.79884543471,81644.48151921964,87272.7095714121
2026-05-22,87082.97405024176,1578.4167014967704,83989.33416271157,90176.61393777194
2026-05-23,83672.89511565847,1632.9650938365867,80472.34234372768,86873.44788758925
2026-05-24,85981.78748682913,1844.700148875972,82366.24163275654,89597.3333409017
2026-05-25,87247.24941070254,1591.3824544700285,84128.19711431234,90366.30170709275
2026-05-26,83959.07460195801,1408.078394409405,81199.29166150659,86718.85754240943
2026-05-27,84345.86175469962,1612.4033096390847,81185.60933925383,87506.11417014542
2026-05-28,83823.14525754364,1565.8965106158737,80754.04449321958,86892.2460218677
2026-05-29,84140.19056997087,1743.065923075735,80723.84413806337,87556.53700187837
2026-05-30,85570.54856998492,1572.9508011463213,82487.62165028471,88653.47548968514
2026-05-31,85150.96693882465,1456.5136148025613,82296.25271081939,88005.68116682992
2026-06-01,86485.2322400203,1405.308265951273,83730.87865157936,89239.58582846123
2026-06-02,85270.69855978395,1386.0121598197115,82554.16464440274,87987.23247516516
2026-06-03,84744.31688432791,1581.1354500297664,81645.34834759004,87843.28542106578
2026-06-04,85227.97263048774,1546.2722657264758,82197.3346793707,88258.61058160478
2026-06-05,81748.27008714815,1634.7430701673125,78544.23254564378,84952.30762865252
2026-06-06,81020.62135250132,1344.611601670996,78385.23104003145,83656.01166497119
2026-06-07,85060.99272313618,1519.6925644997016,82082.45002914345,88039.53541712891
2026-06-08,84357.56667894819,1395.8204143374621,81621.80893796099,87093.3244199354
2026-06-09,84965.01086640346,1351.6566553609696,82315.81250243209,87614.20923037484
2026-06-10,80977.69590745086,1583.6593012287622,77873.78071326062,84081.6111016411
2026-06-11,82919.40539610176,1559.755281766274,79862.34121914374,85976.46957305979
2026-06-12,84636.52665073331,1352.6692439979245,81985.34364950236,87287.70965196427
2026-06-13,83702.09092102847,1733.2345764568,80305.0135744136,87099.16826764334
