Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-04-28,374.2684814406825,9.218144159075509,356.2012508845962,392.33571199676874
2026-04-29,377.3285157535581,8.600207349403238,360.4724190891511,394.1846124179651
2026-04-30,375.22274266470515,8.665983380220284,358.23772734885074,392.20775798055956
2026-05-01,362.33339327377956,10.208502300219909,342.32509642925424,382.3416901183049
2026-05-02,367.65787861734793,8.71815373899325,350.57061127723796,384.7451459574579
2026-05-03,357.1901768249915,10.113339157306081,337.36839631323295,377.0119573367501
2026-05-04,365.7406673412485,9.400887305828933,347.31526679910405,384.166067883393
2026-05-05,356.34419834009503,8.713332151622266,339.2663811375805,373.4220155426096
2026-05-06,376.79627518131537,9.332594541722047,358.5047259972251,395.08782436540565
2026-05-07,358.2335768784606,8.54300441429937,341.48959590666715,374.9775578502541
2026-05-08,354.9594840278859,8.154068968031867,338.97780252308775,370.941165532684
2026-05-09,369.4003732296586,9.533356323702337,350.7153381834149,388.08540827590235
2026-05-10,372.62800221611474,8.847405397790078,355.2874062798209,389.96859815240856
2026-05-11,363.8557614127337,9.580580460275675,345.0781687596052,382.63335406586225
2026-05-12,353.6724264454122,9.004009059981682,336.0248929713758,371.31995991944865
2026-05-13,340.56409009956343,8.661595344003228,323.5876751766573,357.5405050224696
2026-05-14,347.8821059663028,8.286395546101106,331.6410691342915,364.12314279831406
2026-05-15,358.4784024138593,8.619852469143913,341.5838020222886,375.3730028054301
2026-05-16,351.39791916454544,8.924840126578026,333.9055539486746,368.8902843804163
2026-05-17,349.88768689690613,7.614126853627667,334.9642724900766,364.81110130373565
2026-05-18,329.66949621412465,9.126050593941436,311.78276572890906,347.55622669934024
2026-05-19,346.8754838702691,8.685535023839476,329.8521480370825,363.8988197034557
2026-05-20,351.41632238724355,8.443687370596582,334.86699924415854,367.9656455303286
2026-05-21,341.84818493411046,9.600237153250438,323.0320658706963,360.66430399752466
2026-05-22,339.6344709616613,8.46013560698253,323.0529098676506,356.216032055672
2026-05-23,352.2238706129763,8.969358797121005,334.64425040620165,369.803490819751
2026-05-24,352.72662614575694,7.734474244166634,337.56733518783767,367.8859171036762
2026-05-25,363.68323832192914,8.489358913304521,347.0444006000182,380.32207604384007
2026-05-26,348.4836292592914,8.24917691552158,332.3155396027699,364.65171891581286
2026-05-27,373.5761385285583,8.692169157718459,356.53980003190026,390.6124770252164
