Date,Predicted_Price,Std_unscaled_approx,CI95_lower,CI95_upper
2026-04-22,77017.98062783436,1404.8244864314509,74264.57522982874,79771.38602583998
2026-04-23,74871.87833317628,1422.6970799854732,72083.44329549445,77660.31337085812
2026-04-24,77629.25995145441,1402.9912045183871,74879.44771997191,80379.07218293691
2026-04-25,77698.01160246998,1618.1131780385517,74526.56805060478,80869.45515433518
2026-04-26,77048.6543276802,1426.5094704305827,74252.74714203094,79844.56151332945
2026-04-27,76305.3990273686,1492.9499484990683,73379.27089758951,79231.5271571477
2026-04-28,78707.90862411064,1413.1890227831257,75938.10903610836,81477.70821211292
2026-04-29,77985.60986746632,1508.2105944880748,75029.57142116796,80941.64831376469
2026-04-30,80191.58166734023,1519.1047550640417,77214.19105867116,83168.9722760093
2026-05-01,79351.08091051909,1643.4937064507976,76129.89243705728,82572.26938398089
2026-05-02,80791.74722450205,1319.4146554631693,78205.7420191199,83377.75242988419
2026-05-03,77316.92912240507,1579.9032555105439,74220.37564254682,80413.48260226332
2026-05-04,79243.97050838337,1366.6080981151113,76565.46785509697,81922.47316166977
2026-05-05,75450.31884154341,1443.1679967648129,72621.76154424356,78278.87613884326
2026-05-06,76630.79444358428,1350.0742691272792,73984.69749964058,79276.89138752798
2026-05-07,77057.78032606843,1295.0106920100295,74519.60601013448,79595.95464200238
2026-05-08,76895.41883895385,1396.2100935449562,74158.89734075443,79631.94033715327
2026-05-09,76052.98204036937,1642.2318385815527,72834.26678248454,79271.6972982542
2026-05-10,75418.61800503687,1401.3831860523815,72671.9574318342,78165.27857823954
2026-05-11,75749.89544126634,1574.849202784726,72663.24772272666,78836.54315980602
2026-05-12,79978.80919965511,1449.9352524775331,77136.98832488415,82820.63007442607
2026-05-13,77798.5675426054,1484.0465579662455,74889.88973761092,80707.24534759986
2026-05-14,77012.9336181994,1446.9637608970693,74176.93675990652,79848.93047649229
2026-05-15,79752.54355540567,1354.657935751962,77097.46278996045,82407.6243208509
2026-05-16,80985.27011663948,1548.1192874397445,77951.01206948578,84019.52816379319
2026-05-17,76263.9440873216,1520.8341225217737,73283.16398071934,79244.72419392384
2026-05-18,77175.12514744926,1418.1078712565063,74395.68479359374,79954.56550130478
2026-05-19,80992.49702062628,1531.1348160972905,77991.52792560024,83993.46611565232
2026-05-20,79408.12763728609,1555.5211140930237,76359.36227647214,82456.89299810004
2026-05-21,78163.4522992152,1502.9302391706456,75217.76315916458,81109.14143926583
